NAME,INCHKEY,SMILES,Experimental Retention Time,XGBOOST,RANDOM FOREST,BRNN,LIGHTGBM,KERAS,,XGBOOST,BRNN,RANDOM FOREST,LIGHTGBM,KERAS
Pentoxifylline,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,1.09,1.46,1.19,1.63,1.45,1.64,,0.37,0.10,0.53,0.36,0.55
Pergolide,YEHCICAEULNIGD-MZMPZRCHSA-N,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,2.41,2.96,2.75,2.94,3.02,3.07,,0.55,0.34,0.53,0.61,0.66
Perospirone,FBVFZWUMDDXLLG-HDICACEKSA-N,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,2.14,2.59,2.62,1.66,2.45,3.06,,0.45,0.48,0.48,0.31,0.92
Phendimetrazine,MFOCDFTXLCYLKU-UHFFFAOYSA-N,CC1C(OCCN1C)C2=CC=CC=C2,2.52,2.69,2.73,2.69,2.71,2.48,,0.17,0.21,0.17,0.20,0.04
Phenelzine,RMUCZJUITONUFY-UHFFFAOYSA-N,C1=CC=C(C=C1)CCNN,4.45,4.81,4.64,4.12,4.86,4.74,,0.36,0.20,0.33,0.41,0.29
Phenethylacetate,MDHYEMXUFSJLGV-UHFFFAOYSA-N,CC(=O)OCCC1=CC=CC=C1,1.02,1.90,1.83,2.28,2.19,4.78,,0.88,0.81,1.26,1.17,3.76
Phenethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C1=CC=C(C=C1)CCN,4.87,5.29,4.89,4.13,5.65,4.97,,0.42,0.02,0.74,0.78,0.10
Phenylacetaldehyde,DTUQWGWMVIHBKE-UHFFFAOYSA-N,C1=CC=C(C=C1)CC=O,5.40,5.43,5.36,2.82,5.27,5.76,,0.03,0.03,2.58,0.12,0.36
Phenylacetylglycine,UTYVDVLMYQPLQB-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(=O)NCC(=O)O,2.88,3.19,2.85,2.85,3.19,3.83,,0.31,0.03,0.03,0.31,0.95
Phenylethanolamine,ULSIYEODSMZIPX-UHFFFAOYSA-N,C1=CC=C(C=C1)C(CN)O,5.51,5.42,5.43,4.67,5.36,5.50,,0.09,0.08,0.84,0.14,0.01
Phenylphosphoric acid,CMPQUABWPXYYSH-UHFFFAOYSA-N,C1=CC=C(C=C1)OP(=O)(O)O,7.05,6.32,5.82,5.93,6.34,6.89,,0.73,1.23,1.12,0.71,0.16
Phenylpropanolamine,DLNKOYKMWOXYQA-UHFFFAOYSA-N,CC(C(C1=CC=CC=C1)O)N,5.29,5.25,5.23,4.35,5.18,5.01,,0.04,0.07,0.94,0.12,0.28
Phloretin,VGEREEWJJVICBM-UHFFFAOYSA-N,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,1.50,1.64,1.73,1.74,1.60,2.09,,0.14,0.22,0.24,0.09,0.59
Phlorobenzophenone,CPEXFJVZFNYXGU-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2O)O)O,1.34,1.40,1.45,0.80,1.14,1.19,,0.06,0.11,0.54,0.21,0.15
Phloroglucinol,QCDYQQDYXPDABM-UHFFFAOYSA-N,C1=C(C=C(C=C1O)O)O,1.15,1.62,1.80,1.94,1.42,2.56,,0.47,0.65,0.79,0.27,1.41
Phosphocholine,YHHSONZFOIEMCP-UHFFFAOYSA-O,C[N+](C)(C)CCOP(=O)(O)O,9.19,9.08,8.65,9.58,9.19,9.14,,0.11,0.54,0.39,0.00,0.05
Phosphoenolpyruvic acid,DTBNBXWJWCWCIK-UHFFFAOYSA-N,C=C(C(=O)[O-])OP(=O)([OH2+])O,9.05,8.55,8.14,7.09,8.60,7.89,,0.50,0.91,1.96,0.45,1.16
Phosphonoacetic acid,XUYJLQHKOGNDPB-UHFFFAOYSA-N,C(C(=O)O)P(=O)(O)O,9.73,9.61,9.14,7.99,9.64,9.10,,0.12,0.59,1.74,0.09,0.63
Phosphotyrosine,DCWXELXMIBXGTH-UHFFFAOYSA-N,C1=CC(=CC=C1CC(C(=O)O)N)OP(=O)(O)O,9.72,8.95,9.10,9.83,9.29,9.67,,0.77,0.62,0.11,0.44,0.05
Phthalic acid,XNGIFLGASWRNHJ-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)C(=O)O,1.15,1.47,1.97,3.12,1.51,2.76,,0.32,0.82,1.97,0.35,1.61
Physostigmine,PIJVFDBKTWXHHD-HIFRSBDPSA-N,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,3.17,2.97,3.14,3.20,3.15,3.05,,0.20,0.03,0.03,0.02,0.12
Phytosphingosine,AERBNCYCJBRYDG-KSZLIROESA-N,CCCCCCCCCCCCCCC(C(C(CO)N)O)O,5.18,4.59,4.75,4.58,4.42,5.23,,0.59,0.43,0.59,0.76,0.06
Picrotin,RYEFFICCPKWYML-QCGISDTRSA-N,CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,1.21,1.77,1.83,1.87,1.59,-0.33,,0.56,0.61,0.66,0.38,1.55
Pidotimod,UUTKICFRNVKFRG-WDSKDSINSA-N,C1CC(=O)NC1C(=O)N2CSCC2C(=O)O,7.30,6.42,6.86,4.31,6.87,6.17,,0.88,0.44,2.99,0.43,1.13
Pilocarpine,QCHFTSOMWOSFHM-WPRPVWTQSA-N,CCC1C(COC1=O)CC2=CN=CN2C,2.23,2.00,2.29,2.29,2.11,1.96,,0.23,0.06,0.07,0.12,0.26
Pinacidil,IVVNZDGDKPTYHK-UHFFFAOYSA-N,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,1.49,1.82,1.81,2.15,1.52,1.72,,0.33,0.33,0.66,0.03,0.24
Pioglitazone,HYAFETHFCAUJAY-UHFFFAOYSA-N,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.11,1.20,1.25,1.59,1.34,1.13,,0.09,0.14,0.48,0.23,0.02
Piperine,MXXWOMGUGJBKIW-YPCIICBESA-N,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,1.10,1.07,1.16,1.43,1.00,2.14,,0.03,0.07,0.34,0.09,1.04
Pirenperone,HXCNRYXBZNHDNE-UHFFFAOYSA-N,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,3.50,3.18,3.36,2.55,3.37,4.11,,0.32,0.15,0.95,0.13,0.61
Piroxicam,QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,1.02,1.34,1.31,1.72,1.34,1.65,,0.32,0.30,0.70,0.32,0.64
Pitavastatin,VGYFMXBACGZSIL-MCBHFWOFSA-N,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,1.36,1.55,1.40,1.42,1.44,1.30,,0.19,0.04,0.06,0.08,0.06
Pizotifen,FIADGNVRKBPQEU-UHFFFAOYSA-N,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,2.33,2.26,2.48,2.36,2.47,2.22,,0.07,0.15,0.02,0.13,0.12
Pramipexole,FASDKYOPVNHBLU-ZETCQYMHSA-N,CCCNC1CCC2=C(C1)SC(=N2)N,5.70,5.41,5.29,5.67,5.12,5.86,,0.29,0.41,0.03,0.58,0.16
Prazepam,MWQCHHACWWAQLJ-UHFFFAOYSA-N,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,1.07,1.05,1.12,0.73,1.15,1.02,,0.02,0.05,0.34,0.08,0.05
Prazosin,IENZQIKPVFGBNW-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,3.75,3.34,3.79,4.21,3.70,4.16,,0.41,0.04,0.47,0.04,0.42
Prochlorperazine,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,2.56,2.58,2.53,2.30,2.69,2.88,,0.02,0.02,0.25,0.13,0.32
Progesterone,RJKFOVLPORLFTN-LEKSSAKUSA-N,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,0.97,1.11,1.00,1.16,0.98,1.97,,0.14,0.04,0.19,0.01,1.01
Propanil,LFULEKSKNZEWOE-UHFFFAOYSA-N,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,1.08,1.04,1.19,2.40,1.28,1.64,,0.04,0.11,1.32,0.20,0.56
Propoxyphene,XLMALTXPSGQGBX-GCJKJVERSA-N,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,2.01,1.94,2.01,1.26,1.96,1.82,,0.07,0.01,0.75,0.05,0.19
Pterostilbene,VLEUZFDZJKSGMX-ONEGZZNKSA-N,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,0.98,1.20,1.08,1.97,1.08,2.20,,0.22,0.10,0.99,0.10,1.22
Purine,KDCGOANMDULRCW-UHFFFAOYSA-N,C1=C2C(=NC=N1)N=CN2,2.44,2.55,2.78,2.10,2.19,2.35,,0.11,0.33,0.34,0.25,0.09
Pyrafluefen-ethyl,APTZNLHMIGJTEW-UHFFFAOYSA-N,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,1.02,1.03,1.09,0.14,0.87,0.88,,0.01,0.07,0.88,0.15,0.14
Pyridine,JUJWROOIHBZHMG-UHFFFAOYSA-N,C1=CC=NC=C1,6.63,5.32,5.47,3.80,5.10,7.63,,1.31,1.17,2.84,1.54,1.00
Pyridoxal-5-phosphate,NGVDGCNFYWLIFO-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,7.70,7.54,7.53,7.87,7.49,8.48,,0.16,0.18,0.16,0.22,0.77
Pyridoxine,LXNHXLLTXMVWPM-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CO)CO,3.78,3.44,3.72,4.81,3.82,4.30,,0.34,0.06,1.03,0.04,0.53
Pyroglutamic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,C1CC(=O)NC1C(=O)O,8.71,7.80,7.26,4.04,7.09,6.07,,0.91,1.45,4.67,1.62,2.64
Quetiapine,URKOMYMAXPYINW-UHFFFAOYSA-N,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,2.54,2.92,2.79,3.12,2.83,2.81,,0.38,0.26,0.59,0.30,0.28
Quinolinic acid,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C1=CC(=C(N=C1)C(=O)O)C(=O)O,2.16,2.90,3.06,5.25,3.09,4.30,,0.74,0.90,3.10,0.93,2.15
Rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,2.44,1.97,2.10,1.73,2.02,1.58,,0.47,0.34,0.71,0.43,0.86
Racecadotril,ODUOJXZPIYUATO-UHFFFAOYSA-N,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,0.95,0.82,0.99,0.78,1.05,1.01,,0.13,0.04,0.17,0.10,0.06
Raclopride,WAOQONBSWFLFPE-VIFPVBQESA-N,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,2.11,2.60,2.53,1.72,2.61,2.34,,0.49,0.43,0.39,0.50,0.23
Raltitrexed,IVTVGDXNLFLDRM-HNNXBMFYSA-N,CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O,7.35,5.00,5.37,6.10,5.25,7.44,,2.35,1.98,1.25,2.10,0.08
Ramipril,HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)C(CCC1=CC=CC=C1)[NH2+]C(C)C(=O)N2C3CCCC3CC2C(=O)[O-],1.40,2.26,2.26,3.11,2.08,2.90,,0.86,0.86,1.71,0.68,1.50
Ranitidine,VMXUWOKSQNHOCA-UKTHLTGXSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,5.18,4.68,4.79,4.36,4.50,5.19,,0.50,0.39,0.83,0.68,0.01
Ranolazine,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,2.79,2.82,2.88,3.19,3.16,2.48,,0.03,0.09,0.40,0.37,0.31
Remacemide,YSGASDXSLKIKOD-UHFFFAOYSA-N,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,4.41,3.60,3.94,2.94,3.31,3.18,,0.81,0.47,1.47,1.10,1.23
Repaglinide,FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,1.01,1.12,1.14,1.52,1.24,1.06,,0.11,0.13,0.51,0.23,0.05
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,1.41,1.56,1.49,1.38,1.45,1.59,,0.15,0.08,0.03,0.03,0.17
Riboflavin,AUNGANRZJHBGPY-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,6.00,5.80,5.68,4.37,6.38,6.14,,0.20,0.32,1.62,0.38,0.14
Rifabutin,ATEBXHFBFRCZMA-VXTBVIBXSA-N,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C,2.76,2.66,2.91,1.78,2.51,1.65,,0.10,0.16,0.98,0.25,1.10
Rifapentine,RISDZDVHYCURHD-XVNCQLTDSA-N,CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C6CCCC6)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,1.81,2.27,2.48,2.10,2.06,1.90,,0.46,0.67,0.29,0.25,0.09
Rifaximin,NZCRJKRKKOLAOJ-IIBMFGDOSA-N,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,1.18,1.58,1.77,1.44,1.50,1.12,,0.40,0.58,0.26,0.32,0.07
Riluzole,FTALBRSUTCGOEG-UHFFFAOYSA-N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,1.03,1.26,1.32,2.11,1.26,1.51,,0.23,0.29,1.08,0.23,0.47
Rimcazole,GUDVQJXODNJRIJ-CALCHBBNSA-N,CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42,2.87,3.09,2.83,3.22,2.90,3.29,,0.22,0.04,0.35,0.03,0.42
Risperidone,RAPZEAPATHNIPO-UHFFFAOYSA-N,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,3.52,3.31,3.32,3.31,3.22,4.33,,0.21,0.20,0.21,0.30,0.80
Ritonavir,NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,1.15,1.40,1.57,1.74,1.32,1.61,,0.25,0.42,0.58,0.17,0.46
Rizatriptan,ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,5.11,4.64,4.63,3.43,4.78,4.68,,0.47,0.48,1.68,0.33,0.43
Rolipram,HJORMJIFDVBMOB-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,1.12,1.44,1.21,1.78,1.37,1.06,,0.32,0.09,0.67,0.25,0.06
Ropivacaine,ZKMNUMMKYBVTFN-HNNXBMFYSA-N,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,2.42,2.47,2.51,2.60,2.48,2.60,,0.05,0.09,0.18,0.06,0.18
Rosigltazone,YASAKCUCGLMORW-UHFFFAOYSA-N,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,1.24,1.33,1.42,2.14,1.44,1.96,,0.09,0.18,0.90,0.21,0.72
Roxane,SMTZFNFIKUPEJC-UHFFFAOYSA-N,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,3.01,3.20,3.31,3.35,3.34,2.98,,0.19,0.30,0.34,0.34,0.03
RU 24969,KRVMLPUDAOWOGN-UHFFFAOYSA-N,COC1=CC2=C(C=C1)NC=C2C3=CCNCC3,4.61,4.31,4.29,3.35,4.40,3.91,,0.30,0.32,1.26,0.21,0.70
Rufloxacin,NJCJBUHJQLFDSW-UHFFFAOYSA-N,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F,4.65,3.50,3.74,4.19,3.64,4.47,,1.15,0.91,0.47,1.01,0.18
Rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,6.60,6.26,6.17,7.25,6.23,6.87,,0.34,0.43,0.64,0.38,0.26
S-Adenosyl-methionine,MEFKEPWMEQBLKI-AIRLBKTGSA-N,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,9.70,9.28,9.13,8.85,9.30,9.18,,0.42,0.57,0.84,0.40,0.52
Salmeterol,GIIZNNXWQWCKIB-UHFFFAOYSA-N,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,4.75,4.32,4.26,3.19,4.00,3.79,,0.43,0.49,1.56,0.74,0.96
Saquinavir,QWAXKHKRTORLEM-UGJKXSETSA-N,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,2.85,3.00,3.08,3.92,3.24,2.66,,0.15,0.23,1.06,0.39,0.19
Sarcosine,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,CNCC(=O)O,7.82,8.03,7.44,8.13,7.96,7.90,,0.21,0.39,0.30,0.14,0.07
SB 205607,LEPBHAAYNPPRRA-WMZHIEFXSA-N,CN1CCC2(CC3=NC4=CC=CC=C4C=C3CC2C1)C5=CC(=CC=C5)O,5.11,4.25,4.31,3.58,4.21,4.74,,0.86,0.81,1.54,0.91,0.37
Scopolamine,STECJAGHUSJQJN-PMFPHFEJSA-N,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,3.75,3.53,3.74,2.90,3.41,3.67,,0.22,0.01,0.85,0.34,0.08
Scopoletin,RODXRVNMMDRFIK-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,1.16,1.23,1.26,1.78,1.35,1.72,,0.07,0.10,0.62,0.19,0.56
Secnidazole,KPQZUUQMTUIKBP-UHFFFAOYSA-N,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],1.12,1.24,1.41,2.45,1.48,1.76,,0.12,0.29,1.33,0.36,0.64
Selegiline,MEZLKOACVSPNER-GFCCVEGCSA-N,CC(CC1=CC=CC=C1)N(C)CC#C,1.48,1.65,1.69,3.38,1.48,3.37,,0.17,0.21,1.90,0.01,1.89
Sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,2.67,2.64,2.75,2.77,2.61,3.08,,0.03,0.07,0.10,0.06,0.41
Sibutramine,UNAANXDKBXWMLN-UHFFFAOYSA-N,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,1.86,1.95,2.13,2.34,1.65,1.97,,0.09,0.27,0.48,0.21,0.11
Sinapic acid,PCMORTLOPMLEFB-ONEGZZNKSA-N,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,1.41,1.45,1.50,1.77,1.49,2.36,,0.04,0.09,0.36,0.08,0.96
SkF 83566,XFTVOHWWEQGXLS-UHFFFAOYSA-N,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br,2.91,2.78,2.84,2.61,2.83,2.97,,0.13,0.08,0.31,0.09,0.06
Sorbitol-6-phosphate,GACTWZZMVMUKNG-SLPGGIOYSA-N,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,9.75,9.55,9.52,9.22,9.75,10.01,,0.20,0.23,0.53,0.00,0.26
Sotalol,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,4.87,4.92,4.91,5.24,4.61,4.90,,0.05,0.03,0.37,0.27,0.03
Spermine,PFNFFQXMRSDOHW-UHFFFAOYSA-N,C(CCNCCCN)CNCCCN,7.24,7.07,6.69,8.61,7.56,8.14,,0.17,0.56,1.36,0.31,0.89
SR 57227A,WPVVMKYQOMJPIN-UHFFFAOYSA-N,C1CN(CCC1N)C2=NC(=CC=C2)Cl,4.85,4.43,4.54,4.97,4.31,5.04,,0.42,0.31,0.12,0.53,0.19
Stanozolol,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,1.19,1.51,1.51,1.68,1.32,1.14,,0.32,0.31,0.48,0.13,0.06
Stavudine,XNKLLVCARDGLGL-JGVFFNPUSA-N,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,1.62,1.75,1.77,2.24,2.07,1.82,,0.13,0.16,0.63,0.45,0.20
Styrene,PPBRXRYQALVLMV-UHFFFAOYSA-N,C=CC1=CC=CC=C1,8.74,6.38,6.88,3.43,6.91,7.44,,2.36,1.87,5.31,1.83,1.31
Sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,4.31,4.38,4.46,4.28,4.83,4.73,,0.07,0.15,0.02,0.52,0.42
Synephrine,YRCWQPVGYLYSOX-UHFFFAOYSA-N,CNCC(C1=CC=C(C=C1)O)O,5.67,5.57,5.49,5.21,5.40,5.77,,0.10,0.18,0.46,0.27,0.10
Tacrine,YLJREFDVOIBQDA-UHFFFAOYSA-N,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,3.86,3.47,3.73,3.07,3.61,3.20,,0.39,0.13,0.79,0.25,0.67
Tacrolimus,QJJXYPPXXYFBGM-LFZNUXCKSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,1.07,1.33,1.62,0.75,1.37,0.85,,0.26,0.55,0.32,0.30,0.22
Taldalafil,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,1.19,1.44,1.39,1.90,1.33,1.51,,0.25,0.20,0.71,0.14,0.31
Taurocholic acid,WBWWGRHZICKQGZ-HZAMXZRMSA-N,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,6.12,4.87,5.02,5.78,5.35,5.94,,1.25,1.11,0.35,0.78,0.18
Tegaserod,JWXDRFUZDKKGDV-VAWYXSNFSA-N,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)OC,2.84,3.81,3.34,3.26,3.30,3.06,,0.97,0.50,0.43,0.46,0.22
Telmisartan,RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,1.25,1.80,1.53,1.74,1.51,1.62,,0.55,0.28,0.49,0.26,0.37
Temazepam,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,1.15,1.08,1.15,1.46,1.27,1.12,,0.07,0.00,0.31,0.12,0.04
Temozolomide,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.33,2.38,2.53,1.19,2.01,1.78,,1.05,1.19,0.15,0.68,0.45
Terazosin,VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,4.66,3.57,4.15,3.56,3.81,4.47,,1.09,0.51,1.10,0.85,0.20
Terbinafine,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,1.33,1.55,1.67,2.32,1.53,1.36,,0.22,0.34,0.99,0.20,0.03
TES,JOCBASBOOFNAJA-UHFFFAOYSA-N,C(CS(=O)(=O)[O-])[NH2+]C(CO)(CO)CO,7.70,8.19,7.95,8.17,8.48,8.22,,0.49,0.24,0.47,0.78,0.52
Testosterone,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,1.05,1.10,1.06,1.57,1.14,1.38,,0.05,0.01,0.52,0.09,0.33
Theanine,DATAGRPVKZEWHA-YFKPBYRVSA-N,CCNC(=O)CCC(C(=O)O)N,7.66,8.16,7.93,8.12,8.08,8.26,,0.50,0.26,0.45,0.42,0.60
Thiazolidine-4-carboxylic acid,DZLNHFMRPBPULJ-UHFFFAOYSA-N,C1C([NH2+]CS1)C(=O)[O-],6.92,7.34,6.92,7.16,7.37,7.51,,0.42,0.00,0.25,0.45,0.59
Thionin,SHHZUHVSERGLNW-UHFFFAOYSA-O,C1=CC2=C(C=C1N)SC3=CC(=[NH2+])C=CC3=N2,5.23,5.21,5.18,5.35,5.37,5.12,,0.02,0.05,0.12,0.14,0.12
Threitol,UNXHWFMMPAWVPI-QWWZWVQMSA-N,C(C(C(CO)O)O)O,1.56,1.75,2.34,3.92,1.93,3.31,,0.19,0.78,2.36,0.37,1.74
Threonine,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O,8.21,8.25,7.93,8.04,8.17,8.29,,0.04,0.29,0.17,0.04,0.08
Thymidine,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,2.57,2.45,2.63,3.27,2.48,2.30,,0.12,0.06,0.69,0.09,0.27
ThymidineÂ 5'-monophosphate,GYOZYWVXFNDGLU-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,8.28,7.97,8.18,8.24,8.38,8.64,,0.31,0.10,0.04,0.10,0.35
